Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Purchase Amount (VND)
12616,48,Male,Sweater,Clothing,Hoai Duc,M,Gray,Winter,2.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,14,Credit Card,Quarterly,2075000
4180,70,Male,Shorts,Clothing,Son Tay,M,Black,Fall,3.7,Yes,Cash,2-Day Shipping,No,Yes,10,Cash,Annually,1750000
89,33,Male,T-shirt,Clothing,Thuong Tin,M,Orange,Fall,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,35,Credit Card,Monthly,1175000
12037,67,Female,Sneakers,Outerwear,Soc Son,S,Blue,Summer,3.5,Yes,Credit Card,Express,No,Yes,48,Debit Card,Monthly,1425000
1348,44,Male,Sweater,Clothing,District 3,M,Cyan,Summer,3.9,No,Venmo,2-Day Shipping,Yes,Yes,47,Bank Transfer,Monthly,2375000
13521,45,Male,Shorts,Clothing,District 12,M,Black,Winter,4.1,No,Debit Card,Express,Yes,Yes,7,Credit Card,Weekly,2125000
11997,69,Male,Hat,Footwear,District 8,L,Maroon,Spring,4.2,Yes,Debit Card,Next Day Air,Yes,Yes,27,Cash,Bi-Weekly,1075000
4315,66,Male,Hoodie,Clothing,Binh Thanh,M,Pink,Fall,4.1,No,Venmo,Express,Yes,No,40,Credit Card,Quarterly,1175000
736,61,Male,Sunglasses,Accessories,Cu Chi,M,Orange,Fall,3.6,Yes,Venmo,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly,1200000
9450,51,Male,Pants,Accessories,District 9,L,Olive,Summer,3.7,Yes,Debit Card,Standard,Yes,Yes,50,Credit Card,Bi-Weekly,1200000
622,51,Male,Sunglasses,Accessories,District 5,S,Red,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,45,Credit Card,Weekly,675000
13415,48,Female,Shirt,Clothing,Go Vap,XL,Green,Spring,3.5,Yes,Venmo,2-Day Shipping,Yes,No,18,PayPal,Monthly,1675000
417,36,Male,Belt,Accessories,My Duc,L,Olive,Spring,3.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly,1375000
13447,61,Male,Shorts,Footwear,District 6,M,Blue,Summer,3.9,No,Cash,Free Shipping,No,Yes,11,Debit Card,Quarterly,1525000
11006,61,Male,Hoodie,Clothing,Tan Phu,L,Turquoise,Summer,4.4,No,Credit Card,Store Pickup,Yes,Yes,45,PayPal,Fortnightly,1175000
13272,47,Male,T-shirt,Clothing,Can Gio,M,Charcoal,Fall,4.1,Yes,Bank Transfer,Next Day Air,No,Yes,8,Cash,Weekly,2150000
8479,36,Female,Jacket,Outerwear,Hoan Kiem,M,Maroon,Spring,2.6,No,Debit Card,Express,Yes,Yes,33,Bank Transfer,Bi-Weekly,975000
10974,25,Male,Pants,Clothing,Hai Ba Trung,XL,Green,Fall,3.5,No,Cash,Free Shipping,Yes,No,26,PayPal,Fortnightly,1200000
11486,25,Female,Shorts,Accessories,Thach That,L,Black,Winter,3.8,Yes,Debit Card,Free Shipping,Yes,Yes,39,Credit Card,Weekly,1600000
1510,20,Male,Dress,Clothing,Hoc Mon,XL,White,Summer,4.6,No,Credit Card,Free Shipping,Yes,Yes,44,Debit Card,Annually,1350000
1085,34,Male,T-shirt,Clothing,My Duc,S,Purple,Fall,4.1,No,Credit Card,Next Day Air,Yes,Yes,48,Cash,Quarterly,900000
11678,51,Male,Sweater,Accessories,District 1,M,Gray,Winter,4,No,Cash,Express,Yes,Yes,44,PayPal,Monthly,1800000
13589,35,Male,Boots,Accessories,District 12,XL,Black,Summer,4.3,No,PayPal,Express,Yes,Yes,40,Cash,Weekly,1450000
4367,33,Male,Skirt,Accessories,District 2,S,Olive,Fall,4.4,Yes,Credit Card,2-Day Shipping,No,No,50,Debit Card,Weekly,1975000
10269,19,Male,Sweater,Clothing,Cu Chi,M,Olive,Summer,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,12,Venmo,Annually,1125000
8784,70,Male,Jacket,Outerwear,Go Vap,L,Gray,Winter,3.9,No,Bank Transfer,Free Shipping,Yes,Yes,39,Bank Transfer,Weekly,1925000
11919,27,Male,Boots,Accessories,Thanh Xuan,S,Red,Spring,4.3,Yes,Venmo,Next Day Air,Yes,Yes,3,Credit Card,Annually,2425000
1069,55,Male,Shirt,Clothing,Ba Vi,M,Olive,Fall,2.5,No,Bank Transfer,Standard,Yes,Yes,47,Credit Card,Weekly,2350000
13860,27,Female,Skirt,Accessories,Thanh Tri,M,Green,Winter,3.8,Yes,Bank Transfer,Store Pickup,Yes,Yes,12,Credit Card,Weekly,1475000
13447,61,Male,Shorts,Footwear,District 6,M,Blue,Summer,3.9,No,Cash,Free Shipping,No,Yes,11,Debit Card,Quarterly,1525000
10060,61,Male,Shorts,Clothing,District 3,S,White,Summer,3.9,Yes,Debit Card,Free Shipping,Yes,No,39,Credit Card,Weekly,1175000
669,49,Male,T-shirt,Clothing,Hoan Kiem,S,Turquoise,Fall,2.9,Yes,Credit Card,Express,Yes,Yes,35,Bank Transfer,Monthly,2125000
9439,41,Female,Pants,Clothing,Bac Tu Liem,S,Violet,Winter,4.6,Yes,Cash,Next Day Air,Yes,Yes,29,Debit Card,Fortnightly,1975000
11019,25,Female,T-shirt,Accessories,Thach That,M,Black,Fall,3.9,Yes,Debit Card,Standard,Yes,Yes,49,Venmo,Monthly,1975000
10861,60,Female,Handbag,Accessories,District 7,S,Red,Winter,3,Yes,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,Weekly,1925000
669,49,Male,T-shirt,Clothing,Hoan Kiem,S,Turquoise,Fall,2.9,Yes,Credit Card,Express,Yes,Yes,35,Bank Transfer,Monthly,2125000
4,21,Male,Sandals,Footwear,Cu Chi,M,Maroon,Spring,3.5,Yes,PayPal,Next Day Air,Yes,Yes,49,PayPal,Weekly,2250000
10645,19,Male,Pants,Clothing,District 3,S,Maroon,Winter,3.7,Yes,Debit Card,Express,No,No,35,Credit Card,Monthly,1000000
13893,50,Male,Hoodie,Footwear,District 11,M,Pink,Spring,2.6,Yes,Venmo,Standard,Yes,Yes,36,PayPal,Fortnightly,1650000
8973,57,Female,Skirt,Clothing,Tay Ho,M,Blue,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,No,49,PayPal,Fortnightly,1500000
9017,22,Male,T-shirt,Footwear,Thach That,L,Pink,Spring,4.4,No,PayPal,Store Pickup,Yes,Yes,21,Credit Card,Fortnightly,1700000
10645,19,Male,Pants,Clothing,District 3,S,Maroon,Winter,3.7,Yes,Debit Card,Express,No,No,35,Credit Card,Monthly,1000000
11997,69,Male,Hat,Footwear,District 8,L,Maroon,Spring,4.2,Yes,Debit Card,Next Day Air,Yes,Yes,27,Cash,Bi-Weekly,1075000
583,40,Male,Jacket,Outerwear,Quoc Oai,L,Turquoise,Spring,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly,1925000
14596,24,Male,Skirt,Accessories,Binh Thanh,M,Gray,Fall,4.4,Yes,Credit Card,Express,Yes,Yes,31,Debit Card,Bi-Weekly,1525000
11948,47,Male,Dress,Clothing,Ba Vi,S,Maroon,Summer,4,Yes,Cash,Free Shipping,Yes,No,26,Credit Card,Monthly,1325000
1189,68,Male,Blouse,Clothing,District 1,M,Magenta,Summer,3.3,No,Credit Card,Next Day Air,Yes,Yes,11,Credit Card,Weekly,725000
13037,27,Female,T-shirt,Clothing,Hoang Mai,M,Charcoal,Spring,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,12,Credit Card,Bi-Weekly,1975000
13540,49,Male,Hoodie,Accessories,District 5,L,Turquoise,Summer,4.3,Yes,Bank Transfer,Store Pickup,No,Yes,33,Cash,Weekly,2125000
36,54,Male,Blouse,Clothing,District 5,M,Cyan,Summer,4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,48,Credit Card,Bi-Weekly,825000
10394,25,Female,Blouse,Clothing,My Duc,XL,Gray,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,34,Venmo,Weekly,1075000
9420,68,Male,Socks,Accessories,District 4,L,Gray,Spring,4.1,No,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Weekly,900000
11109,57,Female,Pants,Outerwear,District 8,M,Black,Spring,3.6,No,Debit Card,Free Shipping,Yes,No,50,Credit Card,Quarterly,1875000
11739,64,Female,Hoodie,Footwear,Tan Phu,XL,Charcoal,Summer,3.8,Yes,Credit Card,Free Shipping,Yes,No,2,Debit Card,Weekly,1950000
4087,58,Male,Socks,Clothing,Hoai Duc,S,Maroon,Winter,2.9,Yes,Credit Card,Store Pickup,No,Yes,4,Debit Card,Bi-Weekly,1400000
8881,69,Male,Sandals,Footwear,Cau Giay,S,Violet,Spring,3.9,Yes,Venmo,Express,Yes,No,2,Debit Card,Fortnightly,875000
13297,20,Male,Shirt,Clothing,Son Tay,M,Gray,Fall,4.4,Yes,Cash,Express,Yes,Yes,26,Venmo,Bi-Weekly,1025000
14859,53,Male,Gloves,Clothing,Binh Thanh,L,Violet,Spring,4.4,Yes,Cash,Free Shipping,No,No,19,Cash,Weekly,1050000
13621,69,Male,Blouse,Clothing,Hoang Mai,L,Green,Fall,3.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,33,PayPal,Weekly,775000
14153,28,Male,Hat,Clothing,District 10,M,Pink,Spring,4.4,Yes,Cash,2-Day Shipping,Yes,Yes,22,Credit Card,Weekly,1450000
10466,21,Female,Sandals,Footwear,Hoan Kiem,M,Olive,Winter,4.2,No,Cash,2-Day Shipping,Yes,Yes,24,Bank Transfer,Weekly,1800000
3359,56,Female,T-shirt,Clothing,Ha Dong,M,Magenta,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,26,Cash,Annually,1475000
12934,23,Male,Jeans,Clothing,Binh Chanh,L,Gray,Summer,4.2,No,Bank Transfer,2-Day Shipping,Yes,No,8,Cash,Quarterly,950000
795,69,Male,Backpack,Accessories,Phuc Tho,XL,Yellow,Winter,4.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly,1250000
765,55,Male,Skirt,Clothing,Thach That,XL,Silver,Fall,4.2,Yes,Bank Transfer,Free Shipping,Yes,Yes,6,Debit Card,Quarterly,975000
1514,22,Male,Socks,Clothing,Ha Dong,M,Red,Spring,4.1,No,PayPal,Free Shipping,Yes,Yes,27,Cash,Monthly,875000
15180,45,Male,Jeans,Outerwear,Ba Dinh,XL,Black,Winter,4.2,Yes,Venmo,Next Day Air,Yes,Yes,23,Debit Card,Monthly,1025000
109,70,Male,Socks,Clothing,Hoan Kiem,L,Purple,Spring,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,32,Bank Transfer,Bi-Weekly,1975000
674,35,Male,Shirt,Clothing,Phu Nhuan,M,Indigo,Spring,4.2,Yes,Cash,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly,1650000
583,40,Male,Jacket,Outerwear,Quoc Oai,L,Turquoise,Spring,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly,1925000
10168,47,Male,Shorts,Accessories,Son Tay,L,Maroon,Spring,3.8,Yes,PayPal,2-Day Shipping,No,No,21,Cash,Monthly,1425000
8486,21,Female,Jeans,Clothing,Thu Duc,M,White,Summer,3.5,Yes,Venmo,Free Shipping,No,Yes,39,Credit Card,Fortnightly,2100000
14858,55,Female,Boots,Outerwear,District 9,S,Blue,Winter,4.7,Yes,PayPal,Express,Yes,No,38,Credit Card,Monthly,2200000
12652,50,Female,Blouse,Accessories,Tan Binh,S,White,Winter,3.5,Yes,Venmo,2-Day Shipping,No,Yes,26,PayPal,Bi-Weekly,1725000
12137,45,Male,Handbag,Accessories,District 8,M,Red,Spring,4.4,No,Credit Card,Free Shipping,Yes,Yes,29,Venmo,Fortnightly,750000
12934,23,Male,Jeans,Clothing,Binh Chanh,L,Gray,Summer,4.2,No,Bank Transfer,2-Day Shipping,Yes,No,8,Cash,Quarterly,950000
11999,45,Male,Shorts,Accessories,My Duc,L,Black,Spring,4.2,Yes,Cash,Store Pickup,No,Yes,13,Credit Card,Weekly,1000000
3585,39,Female,Sneakers,Footwear,Hoai Duc,L,Indigo,Fall,4.8,No,Debit Card,Express,No,No,48,Debit Card,Monthly,1300000
13523,58,Female,Sandals,Clothing,District 4,XL,Black,Winter,3.8,Yes,PayPal,Free Shipping,Yes,Yes,28,Debit Card,Quarterly,1325000
11596,46,Male,Sandals,Accessories,Long Bien,M,Blue,Spring,4.4,Yes,Bank Transfer,Standard,Yes,Yes,24,Credit Card,Weekly,1875000
3925,63,Male,Shorts,Clothing,Go Vap,L,Gray,Spring,4.3,Yes,Bank Transfer,2-Day Shipping,No,Yes,9,Debit Card,Quarterly,1050000
10376,46,Male,T-shirt,Accessories,Chuong My,L,Black,Winter,4.2,No,PayPal,Store Pickup,No,Yes,41,PayPal,Bi-Weekly,525000
1348,44,Male,Sweater,Clothing,District 3,M,Cyan,Summer,3.9,No,Venmo,2-Day Shipping,Yes,Yes,47,Bank Transfer,Monthly,2375000
14501,24,Female,Skirt,Clothing,Dan Phuong,M,Maroon,Fall,4.2,Yes,Bank Transfer,Standard,Yes,Yes,39,Venmo,Weekly,1500000
10630,29,Female,Gloves,Footwear,Thanh Xuan,M,Black,Summer,3.1,Yes,PayPal,Standard,Yes,Yes,48,Cash,Annually,2175000
857,55,Male,Shirt,Clothing,Phu Xuyen,M,Gold,Summer,3.5,Yes,Debit Card,Express,Yes,Yes,47,Debit Card,Fortnightly,825000
1122,63,Male,T-shirt,Clothing,Quoc Oai,XL,Peach,Fall,3.2,No,Cash,Express,Yes,Yes,25,Cash,Quarterly,1450000
13189,53,Male,Blouse,Clothing,Thu Duc,L,Violet,Winter,4.8,Yes,Debit Card,Standard,No,Yes,3,Debit Card,Weekly,2125000
8607,31,Male,Scarf,Accessories,Cu Chi,XL,Gray,Summer,3.9,Yes,PayPal,Express,Yes,Yes,36,Venmo,Quarterly,1575000
9359,46,Male,Shirt,Outerwear,District 7,XL,Black,Winter,4.6,No,Cash,Express,Yes,Yes,1,Venmo,Annually,1650000
10394,25,Female,Blouse,Clothing,My Duc,XL,Gray,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,34,Venmo,Weekly,1075000
14391,44,Female,Shorts,Accessories,Go Vap,M,Turquoise,Fall,4.5,Yes,PayPal,Free Shipping,No,Yes,36,Debit Card,Weekly,2250000
14448,65,Male,Shorts,Clothing,Ba Dinh,XL,Black,Winter,4.4,No,Venmo,Store Pickup,Yes,Yes,24,PayPal,Annually,2075000
10389,69,Male,Skirt,Clothing,Soc Son,M,Black,Summer,2.7,Yes,Venmo,Next Day Air,Yes,Yes,40,Venmo,Weekly,2275000
11964,40,Female,Gloves,Clothing,Thuong Tin,L,Black,Fall,4.2,No,Cash,Free Shipping,Yes,No,29,PayPal,Monthly,650000
4110,43,Male,Skirt,Clothing,Son Tay,M,Gray,Winter,4,Yes,Credit Card,Next Day Air,Yes,No,27,Venmo,Fortnightly,2050000
334,39,Male,Sweater,Clothing,Gia Lam,M,Teal,Winter,4.5,Yes,Cash,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly,1600000
291,58,Male,T-shirt,Clothing,Binh Chanh,M,Indigo,Winter,3.7,Yes,Bank Transfer,Standard,Yes,Yes,50,PayPal,Weekly,825000
10861,60,Female,Handbag,Accessories,District 7,S,Red,Winter,3,Yes,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,Weekly,1925000
15367,31,Female,Sweater,Clothing,Phuc Tho,L,Gray,Winter,3.8,No,Cash,2-Day Shipping,Yes,No,38,Venmo,Quarterly,2075000
10266,44,Male,Socks,Clothing,Bac Tu Liem,M,Turquoise,Winter,3.8,Yes,Venmo,Store Pickup,Yes,Yes,11,Credit Card,Quarterly,600000
3798,68,Female,Sunglasses,Accessories,Long Bien,M,Gray,Summer,2.5,No,Venmo,Next Day Air,No,No,20,Cash,Quarterly,1100000
11112,27,Female,Hoodie,Clothing,Phu Xuyen,M,Turquoise,Winter,4.1,Yes,Cash,Express,No,Yes,21,Credit Card,Bi-Weekly,2425000
11480,64,Female,Belt,Clothing,Tay Ho,M,Black,Spring,4.3,No,Credit Card,Next Day Air,No,Yes,17,Venmo,Weekly,550000
971,45,Male,Jeans,Clothing,Dong Da,S,Maroon,Winter,4.4,Yes,PayPal,Free Shipping,Yes,Yes,4,Cash,Monthly,1650000
4238,23,Female,Hat,Accessories,Tay Ho,M,Gray,Spring,3.6,No,Debit Card,Standard,No,Yes,48,Cash,Monthly,1000000
10430,22,Female,Jeans,Clothing,Bac Tu Liem,M,Gray,Winter,4.7,Yes,Venmo,2-Day Shipping,Yes,No,34,Cash,Monthly,2275000
89,33,Male,T-shirt,Clothing,Thuong Tin,M,Orange,Fall,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,35,Credit Card,Monthly,1175000
8920,60,Female,Jeans,Clothing,District 6,M,Blue,Fall,3.6,No,Bank Transfer,Standard,No,Yes,14,PayPal,Bi-Weekly,525000
8592,52,Male,Dress,Accessories,Phu Nhuan,L,Pink,Spring,3.7,No,Debit Card,Store Pickup,Yes,Yes,26,Credit Card,Fortnightly,1250000
10269,19,Male,Sweater,Clothing,Cu Chi,M,Olive,Summer,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,12,Venmo,Annually,1125000
12068,56,Male,Jeans,Outerwear,Me Linh,M,Violet,Spring,3.6,Yes,Debit Card,Standard,No,Yes,39,Cash,Quarterly,2075000
1563,37,Male,Scarf,Accessories,Thanh Tri,M,Purple,Winter,3.2,No,Credit Card,Next Day Air,Yes,Yes,23,Venmo,Bi-Weekly,1875000
13964,50,Male,Coat,Clothing,District 1,M,Black,Fall,4.3,Yes,Venmo,Express,Yes,Yes,25,PayPal,Bi-Weekly,1450000
13087,19,Male,Skirt,Clothing,District 3,L,Violet,Spring,4.4,Yes,PayPal,Store Pickup,Yes,Yes,10,Credit Card,Quarterly,1425000
577,48,Male,Hat,Accessories,District 8,M,Black,Winter,5,Yes,Venmo,2-Day Shipping,Yes,Yes,5,Credit Card,Every 3 Months,1700000
97,32,Male,Gloves,Accessories,Phuc Tho,S,Gold,Spring,3.6,Yes,Venmo,Express,Yes,Yes,43,Venmo,Every 3 Months,1825000
4180,70,Male,Shorts,Clothing,Son Tay,M,Black,Fall,3.7,Yes,Cash,2-Day Shipping,No,Yes,10,Cash,Annually,1750000
305,40,Male,Dress,Clothing,Hai Ba Trung,M,Green,Winter,3.4,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,2100000
13248,31,Male,Jacket,Clothing,Ung Hoa,M,Black,Summer,4.1,Yes,Credit Card,Standard,Yes,No,5,Venmo,Bi-Weekly,500000
4087,58,Male,Socks,Clothing,Hoai Duc,S,Maroon,Winter,2.9,Yes,Credit Card,Store Pickup,No,Yes,4,Debit Card,Bi-Weekly,1400000
624,19,Male,Shoes,Footwear,Binh Chanh,M,White,Fall,4.7,Yes,Bank Transfer,Standard,Yes,Yes,48,PayPal,Bi-Weekly,1750000
10630,29,Female,Gloves,Footwear,Thanh Xuan,M,Black,Summer,3.1,Yes,PayPal,Standard,Yes,Yes,48,Cash,Annually,2175000
12212,47,Male,Pants,Clothing,Binh Thanh,S,Maroon,Winter,4.6,Yes,PayPal,Free Shipping,Yes,Yes,17,Debit Card,Weekly,2250000
953,36,Male,Hat,Accessories,Chuong My,S,Red,Fall,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,28,PayPal,Monthly,1775000
13652,35,Female,Blouse,Outerwear,Tan Binh,L,Charcoal,Spring,4.1,No,Cash,Standard,Yes,Yes,32,Venmo,Weekly,750000
14153,28,Male,Hat,Clothing,District 10,M,Pink,Spring,4.4,Yes,Cash,2-Day Shipping,Yes,Yes,22,Credit Card,Weekly,1450000
12835,22,Female,Jacket,Clothing,Ha Dong,L,Black,Spring,2.7,Yes,Venmo,Store Pickup,Yes,No,9,Bank Transfer,Weekly,575000
9637,60,Male,Shoes,Clothing,District 11,S,Red,Winter,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,34,Credit Card,Bi-Weekly,2350000
3778,43,Female,Shorts,Clothing,Thuong Tin,M,Maroon,Fall,4.3,No,Debit Card,Express,No,No,9,Cash,Weekly,1625000
12463,47,Female,Scarf,Clothing,Nam Tu Liem,S,Pink,Summer,3.8,Yes,Bank Transfer,Express,Yes,Yes,44,PayPal,Bi-Weekly,1125000
15180,45,Male,Jeans,Outerwear,Ba Dinh,XL,Black,Winter,4.2,Yes,Venmo,Next Day Air,Yes,Yes,23,Debit Card,Monthly,1025000
3583,23,Female,Shorts,Clothing,Ung Hoa,S,Beige,Summer,3.4,No,Cash,2-Day Shipping,No,No,15,PayPal,Annually,1025000
10350,70,Female,Jewelry,Footwear,Thuong Tin,XL,Blue,Fall,4.2,No,Debit Card,Next Day Air,Yes,No,42,Debit Card,Annually,1475000
14722,23,Male,Hoodie,Clothing,Ha Dong,M,Black,Winter,4.6,Yes,Venmo,Next Day Air,No,No,24,PayPal,Monthly,675000
11100,51,Female,Pants,Accessories,Thu Duc,L,Turquoise,Winter,3.8,No,Credit Card,Standard,Yes,No,36,Cash,Weekly,2375000
11121,56,Female,Dress,Clothing,Thanh Oai,S,Charcoal,Winter,4.4,Yes,Cash,Express,Yes,Yes,16,PayPal,Annually,925000
11486,25,Female,Shorts,Accessories,Thach That,L,Black,Winter,3.8,Yes,Debit Card,Free Shipping,Yes,Yes,39,Credit Card,Weekly,1600000
3778,43,Female,Shorts,Clothing,Thuong Tin,M,Maroon,Fall,4.3,No,Debit Card,Express,No,No,9,Cash,Weekly,1625000
13297,20,Male,Shirt,Clothing,Son Tay,M,Gray,Fall,4.4,Yes,Cash,Express,Yes,Yes,26,Venmo,Bi-Weekly,1025000
12682,35,Male,Boots,Clothing,District 9,L,Gray,Winter,4.7,No,PayPal,Next Day Air,Yes,No,39,Credit Card,Bi-Weekly,1300000
12540,28,Male,Scarf,Outerwear,Hoang Mai,M,Olive,Summer,2.8,Yes,Venmo,Standard,Yes,Yes,10,Credit Card,Monthly,2275000
13272,47,Male,T-shirt,Clothing,Can Gio,M,Charcoal,Fall,4.1,Yes,Bank Transfer,Next Day Air,No,Yes,8,Cash,Weekly,2150000
11739,64,Female,Hoodie,Footwear,Tan Phu,XL,Charcoal,Summer,3.8,Yes,Credit Card,Free Shipping,Yes,No,2,Debit Card,Weekly,1950000
13783,36,Male,Dress,Footwear,Tan Phu,XL,Black,Winter,3.9,Yes,Cash,Express,No,No,29,Cash,Weekly,1850000
994,51,Male,Sandals,Footwear,Tay Ho,M,Peach,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,25,Cash,Weekly,2250000
12932,43,Female,Sweater,Outerwear,Me Linh,S,Black,Fall,3.6,Yes,Cash,2-Day Shipping,No,Yes,23,Credit Card,Fortnightly,2175000
13808,18,Female,Jacket,Clothing,Hoan Kiem,S,Gray,Winter,4.4,No,PayPal,Standard,Yes,Yes,41,Credit Card,Annually,1375000
11150,52,Female,Coat,Clothing,Ung Hoa,L,Turquoise,Summer,4.3,Yes,Bank Transfer,Free Shipping,No,Yes,14,Credit Card,Bi-Weekly,1225000
3754,39,Female,Sunglasses,Accessories,Cau Giay,S,Turquoise,Winter,4.2,No,Bank Transfer,Next Day Air,No,No,22,Bank Transfer,Fortnightly,650000
12843,43,Male,Boots,Outerwear,Tan Binh,L,White,Winter,3.9,No,Credit Card,Store Pickup,No,No,28,Venmo,Quarterly,1600000
9420,68,Male,Socks,Accessories,District 4,L,Gray,Spring,4.1,No,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Weekly,900000
9446,21,Male,Dress,Clothing,Tay Ho,XL,White,Fall,3.4,No,Venmo,2-Day Shipping,No,Yes,28,Debit Card,Fortnightly,2000000
13593,32,Female,Sunglasses,Accessories,District 5,M,Red,Fall,4,Yes,Debit Card,Express,Yes,No,7,PayPal,Weekly,700000
12652,50,Female,Blouse,Accessories,Tan Binh,S,White,Winter,3.5,Yes,Venmo,2-Day Shipping,No,Yes,26,PayPal,Bi-Weekly,1725000
10189,27,Male,Pants,Outerwear,Thanh Tri,S,Olive,Winter,4.2,Yes,Bank Transfer,Free Shipping,No,Yes,36,Cash,Bi-Weekly,1275000
12398,24,Male,Blouse,Outerwear,Phu Nhuan,M,Olive,Winter,4.8,Yes,Debit Card,Free Shipping,Yes,Yes,14,Venmo,Bi-Weekly,1300000
484,23,Male,Hoodie,Clothing,Binh Thanh,M,White,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,12,Debit Card,Weekly,1825000
4449,28,Female,Pants,Clothing,Ba Dinh,S,Gray,Spring,3.6,Yes,Debit Card,Standard,Yes,Yes,27,Bank Transfer,Monthly,2500000
11385,20,Male,Hoodie,Footwear,District 8,XL,Maroon,Winter,3.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,10,Cash,Weekly,1125000
312,69,Male,Jeans,Clothing,Thuong Tin,L,Silver,Winter,4.1,Yes,Debit Card,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,1300000
30,31,Male,Dress,Clothing,Tay Ho,S,Black,Fall,4.1,Yes,Venmo,Store Pickup,Yes,Yes,14,Credit Card,Weekly,1200000
11480,64,Female,Belt,Clothing,Tay Ho,M,Black,Spring,4.3,No,Credit Card,Next Day Air,No,Yes,17,Venmo,Weekly,550000
13711,47,Female,Skirt,Clothing,Thuong Tin,S,Green,Fall,3.3,Yes,Bank Transfer,Free Shipping,Yes,No,42,Cash,Weekly,1050000
13757,58,Female,Blouse,Footwear,Thach That,L,Gray,Spring,3.6,No,PayPal,Next Day Air,Yes,Yes,2,Cash,Weekly,800000
13297,20,Male,Shirt,Clothing,Son Tay,M,Gray,Fall,4.4,Yes,Cash,Express,Yes,Yes,26,Venmo,Bi-Weekly,1025000
11713,62,Male,Shirt,Clothing,Hoan Kiem,M,White,Winter,3.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,33,Credit Card,Bi-Weekly,1625000
8973,57,Female,Skirt,Clothing,Tay Ho,M,Blue,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,No,49,PayPal,Fortnightly,1500000
14858,55,Female,Boots,Outerwear,District 9,S,Blue,Winter,4.7,Yes,PayPal,Express,Yes,No,38,Credit Card,Monthly,2200000
13447,61,Male,Shorts,Footwear,District 6,M,Blue,Summer,3.9,No,Cash,Free Shipping,No,Yes,11,Debit Card,Quarterly,1525000
3797,40,Female,Shorts,Clothing,District 11,M,Lavender,Fall,3.2,No,Credit Card,Free Shipping,No,No,47,Bank Transfer,Quarterly,2025000
10396,56,Female,Coat,Clothing,Cu Chi,M,Olive,Spring,4.1,No,Debit Card,2-Day Shipping,Yes,Yes,23,Bank Transfer,Fortnightly,725000
12650,66,Male,Blouse,Accessories,Go Vap,M,Charcoal,Spring,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,38,Cash,Quarterly,1475000
13268,45,Male,Blouse,Clothing,Hoang Mai,L,White,Fall,3.7,No,Cash,Next Day Air,No,Yes,36,PayPal,Annually,1150000
11889,24,Male,T-shirt,Accessories,Dong Anh,S,Black,Spring,4.4,Yes,Venmo,Free Shipping,Yes,Yes,34,Credit Card,Bi-Weekly,950000
9109,25,Male,T-shirt,Clothing,District 11,S,Gray,Summer,2.8,No,Credit Card,Express,Yes,No,29,Bank Transfer,Fortnightly,875000
120,38,Male,Coat,Outerwear,Son Tay,M,Orange,Fall,4.3,Yes,Debit Card,Express,Yes,Yes,44,Cash,Annually,1900000
